Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Current Source Energy Intensity (kBtu/Sq. Ft.),2010 Current Total GHG Emissions (MtCO2e) â ,2011 Rating * ,2011 Source Energy Intensity (kBtu/Sq. Ft.) ,2011 Total GHG Emissions (MtCO2e) † ,Address ,City ,State ,Zip ,Gross Sq.Ft. ,Year Built 
2,3120,20,9999999,Bronx Zoo Campus: Butterfly Garden & Exhibit,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,5000,
2,3120,20,9999999,Bronx Zoo Campus: Camel Barn,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1200,
2,3120,20,9999999,Bronx Zoo Campus: Carpenter's/Foreman's Shop,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,9000,
2,3120,20,9999999,Bronx Zoo Campus: Carter Giraffe Bldg & African Wild Dogs Holding,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,0,
2,3120,20,9999999,Bronx Zoo Campus: Carter Giraffe Building,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,8020,
2,3120,20,9999999,Bronx Zoo Campus: Center for Global Conservation,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,30000,2009
2,3120,20,9999999,Bronx Zoo Campus: CGC Cogeneration Plant (Turbine Plant),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,5000,
2,3120,20,9999999,Bronx Zoo Campus: Children's Zoo / Petting Zoo Feed,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,900,
2,3120,20,9999999,Bronx Zoo Campus: Children's Zoo Animal Nursery,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,900,
2,3120,20,9999999,Bronx Zoo Campus: Children's Zoo Holding (Multiple),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1000,
2,3120,20,9999999,Bronx Zoo Campus: CNG (Compressed Natural Gas Station) Fenced Area,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,400,
2,3120,20,9999999,Bronx Zoo Campus: CoGen Office Trailer,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,300,
2,3120,20,9999999,Bronx Zoo Campus: Cogeneration Plant,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,5547,
2,3120,20,9999999,Bronx Zoo Campus: Comfort Station - Wild Asia,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2400,
2,3120,20,9999999,Bronx Zoo Campus: Comfort Station - World of Darkness,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1600,
2,3120,20,9999999,Bronx Zoo Campus: Congo Gift Shop,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,400,
2,3120,20,9999999,Bronx Zoo Campus: Congo Gorilla Forest,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,40000,1999
2,3120,20,9999999,Bronx Zoo Campus: Congo Restroom,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1600,
2,3120,20,9999999,Bronx Zoo Campus: Construction Office,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,4500,
2,3120,20,9999999,Bronx Zoo Campus: Crandall Building,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,750,
2,3120,20,9999999,Bronx Zoo Campus: Crossroads Gift Shop,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,530,
2,3120,20,9999999,Bronx Zoo Campus: CS - Crossroads,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1600,
2,3120,20,9999999,Bronx Zoo Campus: Dancing Crane,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,16000,2001
2,3120,20,9999999,Bronx Zoo Campus: Discover the Wild Gift Shop,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,900,
2,3120,20,9999999,Bronx Zoo Campus: East Elephant Walk Comfort Station,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1400,
2,3120,20,9999999,Bronx Zoo Campus: Eco Restroom CS,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2000,
2,3120,20,9999999,Bronx Zoo Campus: EGAD Annex,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,600,
2,3120,20,9999999,Bronx Zoo Campus: EGAD/Sign Shop/Animal Commissary & Office,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,9690,
2,3120,20,9999999,Bronx Zoo Campus: Electric Vault Building,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,600,
2,3120,20,9999999,Bronx Zoo Campus: Emu Shelter,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,Bronx,Bronx,NY,10460,600,
2,3120,20,9999999,Bronx Zoo Campus: Exhibit Shop Complex,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2500,
2,3120,20,9999999,Bronx Zoo Campus: Farm Apartments,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,16750,1935
2,3120,20,9999999,Bronx Zoo Campus: Flamingo Holding Facility (Former Flamingo House),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,3000,
2,3120,20,9999999,Bronx Zoo Campus: Flamingo Pub,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2000,
2,3120,20,9999999,Bronx Zoo Campus: Gelada Baboon Holding,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,4000,
2,3120,20,9999999,Bronx Zoo Campus: Greenhouse,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,960,
2,3120,20,9999999,Bronx Zoo Campus: Greenhouse (near CoGen),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,600,
2,3120,20,9999999,Bronx Zoo Campus: Greenhouse (near World of Birds),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1000,
2,3120,20,9999999,Bronx Zoo Campus: Grizzly Goodies Food Station,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,320,
2,3120,20,9999999,Bronx Zoo Campus: Group Sales,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1500,
2,3120,20,9999999,Bronx Zoo Campus: Heads & Horns,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,11840,1910
2,3120,20,9999999,Bronx Zoo Campus: Horticulture/Greenhouse,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,500,
2,3120,20,9999999,Bronx Zoo Campus: Incinerator Building,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,200,
2,3120,20,9999999,Bronx Zoo Campus: Jungle World,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,18350,1987
2,3120,20,9999999,Bronx Zoo Campus: Madagascar (Old Lion House),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,40268,1905
2,3120,20,9999999,"Bronx Zoo Campus: Maintenance (Horticulture Lockers, Pest Control)",DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,5000,
2,3120,20,9999999,Bronx Zoo Campus: Mammals/Cage Facility,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1500,
2,3120,20,9999999,Bronx Zoo Campus: Media Lab,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,3000,
2,3120,20,9999999,Bronx Zoo Campus: Merchandise Receiving/Souvenir Barn,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,4000,
2,3120,20,9999999,Bronx Zoo Campus: Monkey House,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,15108,1901
2,3120,20,9999999,Bronx Zoo Campus: Monorail Loading Station,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,3000,
2,3120,20,9999999,Bronx Zoo Campus: Monorail Maintenance Building,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,5100,
2,3120,20,9999999,Bronx Zoo Campus: Mouse House,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,11600,1935
2,3120,20,9999999,Bronx Zoo Campus: Mouse House & Bird Dept. Offices,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,0,
2,3120,20,9999999,Bronx Zoo Campus: Multiple Buildings behind Congo on Tram Route,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,360,
2,3120,20,9999999,Bronx Zoo Campus: Nyala Barn,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,1800,
2,3120,20,9999999,Bronx Zoo Campus: Pere David Holding,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,400,
2,3120,20,9999999,Bronx Zoo Campus: Pheasant Aviary,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,7500,
2,3120,20,9999999,Bronx Zoo Campus: PUDU Building (Old PUDU Bunker),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,500,
2,3120,20,9999999,Bronx Zoo Campus: Red Panda Night Holding,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,200,
2,3120,20,9999999,Bronx Zoo Campus: Reptile House,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,11405,1900
2,3120,20,9999999,Bronx Zoo Campus: Sea Lion Exhibit (Part of Madagascar),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,10000,
2,3120,20,9999999,Bronx Zoo Campus: Seabird Aviary (Aitken),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,12000,
2,3120,20,9999999,Bronx Zoo Campus: Service Yard Cart Depot/Emergency Generator,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,400,
2,3120,20,9999999,Bronx Zoo Campus: Service Yard Garage,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2500,
2,3120,20,9999999,"Bronx Zoo Campus: Shelter Building (Elephant, Rhino, Tiger)",DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,Bronx,Bronx,NY,10460,18100,1977
2,3120,20,9999999,Bronx Zoo Campus: Shuttle Maintenance Garage,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,160,
2,3120,20,9999999,Bronx Zoo Campus: Site Features,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,0,
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Maintenance Building (Round House),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,3600,
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Tension Station,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,900,
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Ticket Booths West (2),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,48,
2,3120,20,9999999,Bronx Zoo Campus: Snow Leopard Holding,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2000,
2,3120,20,9999999,Bronx Zoo Campus: Stand 3 (Cash Room/NYPD/Food Commissary),DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,3000,
2,3120,20,9999999,Bronx Zoo Campus: Storage Sheds & Truck Garage,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,8000,
2,3120,20,9999999,Bronx Zoo Campus: Terrace Cafe,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2700,
2,3120,20,9999999,Bronx Zoo Campus: Tiger Mountain Holding,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,3000,
2,3120,20,9999999,Bronx Zoo Campus: Tiger Mountain Holding Bunker,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,504,
2,3120,20,9999999,Bronx Zoo Campus: TOPS,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,22000,2001
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Gaur/Eld's Deer Shelters,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,Bronx,Bronx,NY,10460,200,
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Kanha Meadow Shelters,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,Bronx,Bronx,NY,10460,200,
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Restaurant,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,2000,
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Tahr Shelters,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,Bronx,Bronx,NY,10460,200,
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Uplands Shelters,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,Bronx,Bronx,NY,10460,200,
2,3120,20,9999999,Bronx Zoo Campus: Wildlife Health Center,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,21320,1985
2,3120,20,9999999,Bronx Zoo Campus: World of Birds,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,29110,1971
2,3120,20,9999999,Bronx Zoo Campus: World of Birds - Prop Building,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,7500,
2,3120,20,9999999,Bronx Zoo Campus: World of Darkness,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,9714,
2,3120,20,9999999,Bronx Zoo Campus: Yak House,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,4200,
2,3120,20,9999999,Bronx Zoo Campus: Zebra House,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,6425,
2,3120,20,9999999,Bronx Zoo Campus: Zoo Center,DCLA,N/A,635.4,20168.3,N/A,660.5,20938.5,2300 Southern Blvd,Bronx,NY,10460,14320,1905
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Administrative building,DCLA,N/A,230.8,851.1,N/A,248.3,905.8,1000 Washington Ave,Brooklyn,NY,11225,33800,1915
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Conservatory,DCLA,N/A,230.8,851.1,N/A,248.3,905.8,1000 Washington Ave,Brooklyn,NY,11225,32000,1988
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Palm House,DCLA,N/A,230.8,851.1,N/A,248.3,905.8,1000 Washington Ave,Brooklyn,NY,11225,21000,1987
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Service Garage,DCLA,N/A,230.8,851.1,N/A,248.3,905.8,1000 Washington Ave,Brooklyn,NY,11225,42000,1987
3,1229,1,3031049,Brooklyn Children's Museum,DCLA,N/A,217,658.2,N/A,220.1,677.5,145 Brooklyn Ave,Brooklyn,NY,11213,105000,1977
3,1183,26,3029667,Brooklyn Museum,DCLA,N/A,303.1,5888.1,N/A,290.5,5690.1,188 Eastern Pkwy,Brooklyn,NY,11238,554736,1900
1,1134,1,1081022,David H. Koch Theater,DCLA,N/A,340.2,3552.8,N/A,342.2,3648.9,20 Lincoln Ctr,New York,NY,10023,247480,1964
4,4960,1,4112147,Flushing Town Hall,DCLA,N/A,312,197.8,N/A,252.5,145.7,137-35 Northern Blvd,Queens,NY,11354,18000,1862
4,10101,11,4215617,Jamaica Center for Arts & Learning,DCLA,N/A,49.1,46.7,N/A,80.3,76.2,161-04 Jamaica Ave,Queens,NY,11432,33352,1898
4,10097,10,4315254,JCAL / Jamaica Performing Arts Center,DCLA,N/A,296.9,184.2,N/A,384.4,244.5,153-10 Jamaica Ave,Queens,NY,11432,18310,1859
1,1111,1,1083810,Metropolitan Museum of Art,DCLA,N/A,589.7,62475.3,N/A,622.4,67157.1,1000 5th Ave,New York,NY,10028,2500000,1878
1,1570,29,1050735,Metropolitan Museum of Art Storage,DCLA,1,521.6,488.9,1,525.6,497.7,438-440 East 91st St,New York,NY,10128,27323,1925
1,16,10,1084594,Museum of Jewish Heritage,DCLA,N/A,491.3,1519,N/A,468.3,1448,36 Battery Pl,New York,NY,10280,110000,1997
1,1609,1,1074157,Museum of the City of New York,DCLA,N/A,250.8,989.4,N/A,255.2,974.5,1220 5th Ave,New York,NY,10029,113915,1929
4,644,1,4441089,Museum of the Moving Image,DCLA,N/A,337.4,586.4,N/A,768.2,1364.3,36-01 35 Ave,Queens,NY,11106,52000,1913
3,99999,9999,9999999,New York Aquarium Campus: AAHC Filter Building,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,800,
3,99999,9999,9999999,New York Aquarium Campus: Aqua Theater,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,18720,
3,99999,9999,9999999,New York Aquarium Campus: Aqua Theater / Aqua Theater Pump Room,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,0,
3,99999,9999,9999999,New York Aquarium Campus: Aqua Theater Pump Room,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,907,
3,8698,1,3245160,New York Aquarium Campus: Aquarium Medical Facility,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,610 Surf Ave,Brooklyn,NY,11224,0,
3,99999,9999,9999999,New York Aquarium Campus: Aquatic Animal Health Center (AAHC),DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,10800,2007
3,99999,9999,9999999,New York Aquarium Campus: Cafe,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,4620,2005
3,99999,9999,9999999,New York Aquarium Campus: Cart Depot,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,600,
3,99999,9999,9999999,New York Aquarium Campus: Conservation Hall,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,20346,1957
3,99999,9999,9999999,New York Aquarium Campus: CS,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,1256,
3,99999,9999,9999999,New York Aquarium Campus: Dive Bunker,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,800,
3,99999,9999,9999999,New York Aquarium Campus: Dive Shower,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,467,
3,99999,9999,9999999,New York Aquarium Campus: East Ticket Booth,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,39,
3,99999,9999,9999999,New York Aquarium Campus: East Well,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,1247,
3,99999,9999,9999999,New York Aquarium Campus: Explore the Shore/Alien Stingers,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,35883,1988
3,99999,9999,9999999,"New York Aquarium Campus: Grounds, Transformers",DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,2854,
3,99999,9999,9999999,New York Aquarium Campus: HP Facility Pump Room,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,600,
3,99999,9999,9999999,New York Aquarium Campus: Main Feed Room,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,776,
3,99999,9999,9999999,New York Aquarium Campus: Merchandise Trailer,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,907,
3,99999,9999,9999999,New York Aquarium Campus: Native Sea Life,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,1247,1962
3,99999,9999,9999999,New York Aquarium Campus: New York Aquarium,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,0,
3,8698,1,3245160,New York Aquarium Campus: NY Aquarium,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,502-610 Surf Ave,Brooklyn,NY,11224,0,
3,99999,9999,9999999,New York Aquarium Campus: NY Aquarium Discovery Cove,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,26000,
3,99999,9999,9999999,New York Aquarium Campus: NY Aquarium Education/Maintenance,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,11800,
3,99999,9999,9999999,New York Aquarium Campus: NY Aquarium Laboratory,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,12450,
3,99999,9999,9999999,New York Aquarium Campus: NY Aquarium Main Aquarium,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,22100,
3,99999,9999,9999999,New York Aquarium Campus: NYA/801 Riegelman Boardwalk NYC Aquarium,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,0,
3,99999,9999,9999999,New York Aquarium Campus: Operations Building,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,9378,1926
3,99999,9999,9999999,New York Aquarium Campus: Osborn Lab. of Marine Sciences,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,22100,1967
3,99999,9999,9999999,New York Aquarium Campus: Osborne Marine Lab,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,Surf Ave & W 16th St,Brooklyn,NY,11224,0,
3,99999,9999,9999999,New York Aquarium Campus: Sea Cliffs,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,38000,1993
3,99999,9999,9999999,New York Aquarium Campus: Seaside Cafe Pond Pump Building,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,300,
3,99999,9999,9999999,New York Aquarium Campus: Seaside Pavilion,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,10800,
3,99999,9999,9999999,New York Aquarium Campus: Shark Exhibit,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,1790,
3,99999,9999,9999999,New York Aquarium Campus: Tunnel Holding Facility,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,683,
3,99999,9999,9999999,New York Aquarium Campus: West Ticket Booth,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,39,
3,99999,9999,9999999,New York Aquarium Campus: West Well,DCLA,N/A,539.9,4483,N/A,537.6,4409.8,???,Brooklyn,NY,11224,110,
2,3272,1,2823777,New York Botanical Garden Campus: ECAG Discovery Center,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2770 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,5560,1997
2,3272,1,2824109,New York Botanical Garden Campus: ECAG Multi-Purpose Building,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2774 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,1675,1997
2,3272,1,2824110,New York Botanical Garden Campus: ECAG Service Building (Round),DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2772 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,2780,1972
2,3272,1,2113012,New York Botanical Garden Campus: Enid A. Haupt Conservatory,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2740 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,50741,1902
2,3272,1,2823759,New York Botanical Garden Campus: Garden Café & Terrace Room,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2700 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,13500,1995
2,3272,1,2820080,New York Botanical Garden Campus: Harding Laboratory,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,1 Southern Blvd,Bronx,NY,10458,23500,1957
2,4336,1,9999999,New York Botanical Garden Campus: Hort Services Head-House,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,6 Southern Blvd,Bronx,NY,10458,5171,1957
2,3272,1,9999999,New York Botanical Garden Campus: Hort Services Storage Building,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2645 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,1400,1971
2,4336,1,9999999,New York Botanical Garden Campus: Hort Services Temporary Office,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2645 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,274,1965
2,3272,1,2113265,New York Botanical Garden Campus: International Plant Science Bldg,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2674 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,56123,2000
2,3272,1,2113265,New York Botanical Garden Campus: Library Building,DCLA,N/A,194.4,3731.4,N/A,181.4,3508.5,2674 Dr. Theodore Kazimiroff Blvd,Bronx,NY,10458,121200,1899
