QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
4-04742-0022,"158 CROSS ISLAND PKWY
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,12,1951,10700,185110,17.3,83300,7.79,101810,500000,46.73,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,0.81,4-04505-0038,"12 150 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C7-WALK-UP,14,1919,13090,182606,13.95,91368,6.98,91238,491000,37.51,0.61,4-05236-0029,151 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,72,1931,"45,700","771,946",16.89,"396,610",8.68,"375,336","2,715,000",59.41,1.28
4-04743-0001,"159 16 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,48,1951,42382,733209,17.3,329944,7.79,403265,1980000,46.72,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,0.89,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,0.99,, , , , , , , , , , , , , , 
4-04744-0028,"16 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,80,1951,67636,1170100,17.3,526556,7.79,643544,4305000,63.65,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,0.86,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,0.94,, , , , , , , , , , , , , , 
4-04746-0035,"157 17 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,36,1951,32216,557340,17.3,250813,7.79,306527,1507000,46.78,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,0.9,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,0.96,, , , , , , , , , , , , , , 
4-04747-0038,"157 17 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,11,1961,4200,75600,18,33612,8,41988,303000,72.14,4-05964-0001,"28 FRANCIS
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,24,1950,14379,268605,18.68,118353,8.23,150252,1080000,75.11,0.92,4-06268-0001,"204 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,27,1948,20400,386953,18.97,194365,9.53,192588,1382000,67.75,2.08,, , , , , , , , , , , , , , 
4-04754-0001,"160 16 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,132,1951,118024,2041815,17.3,918828,7.79,1122987,4301000,36.44,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,0.98,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,1.09,, , , , , , , , , , , , , , 
4-04756-0001,"16 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,176,1951,158640,2744472,17.3,1235012,7.78,1509460,7425000,46.8,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,1,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,1.08,, , , , , , , , , , , , , , 
4-04758-0010,"18 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,140,1951,123221,2131720,17.3,959286,7.79,1172434,7860000,63.79,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,1.05,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,1.09,, , , , , , , , , , , , , , 
4-04767-0001,"16 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,32,1951,26272,454506,17.3,204528,7.79,249978,1646000,62.65,4-04465-0175,"13 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C1-WALK-UP,36,1950,24927,474128,19.02,241346,9.68,232782,1474000,59.13,1.1,4-04157-0002,"19 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,D3-ELEVATOR,60,1971,58380,929352,15.92,317783,5.44,611569,3289000,56.34,1.18,, , , , , , , , , , , , , , 
4-04769-0001,"25 UNION STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,192,1954,201824,2926448,14.5,1402677,6.95,1523771,7458000,36.95,4-04995-0064,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,120,1957,129650,1677253,12.94,764144,5.89,913109,5005000,38.6,0.64,4-04994-0017,"140 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2588769,16.34,844025,5.33,1744744,9394000,59.28,0.65,4-05025-0050,144 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,208,1962,"189,748","2,751,764",14.50,"1,318,159",6.95,"1,433,605","8,800,000",46.38,1.00
4-04772-0001,"26 UNION STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,384,1954,382016,5539232,14.5,2655011,6.95,2884221,14080000,36.86,4-04995-0064,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,120,1957,129650,1677253,12.94,764144,5.89,913109,5005000,38.6,0.5,4-04994-0017,"140 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2588769,16.34,844025,5.33,1744744,9394000,59.28,0.5,4-05025-0050,144 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,208,1962,"189,748","2,751,764",14.50,"1,318,159",6.95,"1,433,605","8,800,000",46.38,0.87
4-04781-0001,"26 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,48,1954,51745,771001,14.9,384983,7.44,386018,1914000,36.99,4-04986-0018,"147 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1959,49000,686259,14.01,313078,6.39,373181,2455000,50.1,0.45,4-04995-0034,"145 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,787815,16.58,401985,8.46,385830,2793000,58.78,0.52,4-05003-0028,144 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,84,1951,"68,250","1,016,660",14.90,"507,616",7.44,"509,044","3,508,000",51.40,0.60
4-04782-0001,"27 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,48,1954,51538,767916,14.9,383443,7.44,384473,1914000,37.14,4-04986-0018,"147 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1959,49000,686259,14.01,313078,6.39,373181,2455000,50.1,0.41,4-04995-0034,"145 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,787815,16.58,401985,8.46,385830,2793000,58.78,0.48,4-05003-0028,144 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,84,1951,"68,250","1,016,660",14.90,"507,616",7.44,"509,044","3,508,000",51.40,0.55
4-04788-0008,"30 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,105,1952,122514,1716421,14.01,782864,6.39,933557,4532000,36.99,4-04995-0064,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,120,1957,129650,1677253,12.94,764144,5.89,913109,5005000,38.6,0.24,4-04995-0073,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1969,76140,1290387,16.95,463275,6.08,827112,4587000,60.24,0.24,4-04986-0018,147 34 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1959,"49,000","686,259",14.01,"313,078",6.39,"373,181","2,455,000",50.10,0.22
4-04981-0060,"33 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,53,1937,52200,695304,13.32,368010,7.05,327294,2172000,41.61,4-04957-0044,"139 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,65,1939,54600,638669,11.7,296143,5.42,342526,2191000,40.13,0.14,4-05003-0019,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,787434,13.32,416886,7.05,370548,2255000,38.16,0.23,4-05003-0023,144 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,58,1929,"59,100","787,434",13.32,"416,886",7.05,"370,548","2,189,000",37.04,0.23
4-04981-0078,"140 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,108,1960,118746,1950997,16.43,773036,6.51,1177961,4400000,37.05,4-04994-0017,"140 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2588769,16.34,844025,5.33,1744744,9394000,59.28,0.08,4-05025-0064,"144 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,137,1962,107761,1820528,16.89,598242,5.55,1222286,6479000,60.12,0.5,4-04994-0078,139 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,90,1967,"79,050","1,306,385",16.53,"533,792",6.75,"772,593","5,593,000",70.75,0.08
4-04994-0051,"34 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,141,1962,130500,2144115,16.43,849555,6.51,1294560,6028000,46.19,4-04981-0050,"33 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,114,1963,99162,1629249,16.43,645507,6.51,983742,7123000,71.83,0.08,4-04994-0078,"139 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1967,79050,1306385,16.53,533792,6.75,772593,5593000,70.75,0,4-05010-0063,36 BOWNE STREET,FLUSHING-NORTH,D1-ELEVATOR,121,1925,"111,444","1,696,102",15.22,"770,594",6.91,"925,508","6,359,000",57.06,0.20
4-04995-0058,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,74,1967,72000,1131840,15.72,511200,7.1,620640,4015000,55.76,4-04995-0073,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1969,76140,1290387,16.95,463275,6.08,827112,4587000,60.24,0,4-05003-0028,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1951,68250,1016660,14.9,507616,7.44,509044,3508000,51.4,0.08,, , , , , , , , , , , , , , 
4-04999-0033,"149 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,70,1962,59300,841467,14.19,360544,6.08,480923,3335000,56.24,4-04986-0018,"147 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1959,49000,686259,14.01,313078,6.39,373181,2455000,50.1,0.22,4-05016-0011,"37 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,95,1962,80173,1215485,15.16,547312,6.83,668173,3762000,46.92,0.21,4-05014-0001,36 PARSONS BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,68,1963,"57,620","817,632",14.19,"350,565",6.08,"467,067","2,222,000",38.56,0.34
4-05001-0001,"34 150 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,76,1962,65850,998286,15.16,449756,6.83,548530,3770000,57.25,4-05052-0036,"147 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,115,1960,105913,1607266,15.18,729072,6.88,878194,6036000,56.99,0.41,4-05016-0011,"37 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,95,1962,80173,1215485,15.16,547312,6.83,668173,3762000,46.92,0.28,4-04986-0018,147 34 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1959,"49,000","686,259",14.01,"313,078",6.39,"373,181","2,455,000",50.10,0.33
4-05002-0042,"139 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,126,1959,117420,1749558,14.9,873605,7.44,875953,6037000,51.41,4-04995-0073,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1969,76140,1290387,16.95,463275,6.08,827112,4587000,60.24,0.21,4-05003-0028,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1951,68250,1016660,14.9,507616,7.44,509044,3508000,51.4,0.19,4-05023-0045,143 41 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,113,1963,"98,564","1,441,939",14.63,"710,530",7.21,"731,409","4,675,000",47.43,0.33
4-05002-0087,"141 NORTHERN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,175,1937,151000,2011320,13.32,1064550,7.05,946770,6284000,41.62,4-05010-0055,"36 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,82,1940,78000,1211340,15.53,606060,7.77,605280,4146000,53.15,0.12,4-04957-0044,"139 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,65,1939,54600,638669,11.7,296143,5.42,342526,2191000,40.13,0.17,4-05003-0019,144 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,58,1929,"59,100","787,434",13.32,"416,886",7.05,"370,548","2,255,000",38.16,0.19
4-05003-0011,"35 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,54,1938,39700,528804,13.32,279885,7.05,248919,1652000,41.61,4-05050-0001,"144 BARCLAY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,49,1931,46837,663112,14.16,188058,4.02,475054,1826000,38.99,0.36,4-05003-0019,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,787434,13.32,416886,7.05,370548,2255000,38.16,0,4-04957-0044,139 34 ROAD,FLUSHING-NORTH,D6-ELEVATOR,65,1939,"54,600","638,669",11.70,"296,143",5.42,"342,526","2,191,000",40.13,0.33
4-05003-0015,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,42,1938,35880,477922,13.32,252954,7.05,224968,1493000,41.61,4-05003-0019,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,787434,13.32,416886,7.05,370548,2255000,38.16,0,4-04957-0044,"139 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,65,1939,54600,638669,11.7,296143,5.42,342526,2191000,40.13,0.33,4-05050-0001,144 BARCLAY AVENUE,FLUSHING-NORTH,D3-ELEVATOR,49,1931,"46,837","663,112",14.16,"188,058",4.02,"475,054","1,826,000",38.99,0.36
4-05007-0001,"149 NORTHERN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,146,1959,135480,2053877,15.16,925328,6.83,1128549,3982000,29.39,4-05025-0064,"144 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,137,1962,107761,1820528,16.89,598242,5.55,1222286,6479000,60.12,0.37,4-05016-0011,"37 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,95,1962,80173,1215485,15.16,547312,6.83,668173,3762000,46.92,0.15,4-05025-0001,144 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,111,1962,"129,838","1,667,458",12.84,"660,265",5.09,"1,007,193","5,038,000",38.80,0.37
4-05007-0022,"35 150 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,119,1963,102140,1548442,15.16,697616,6.83,850826,3949000,38.66,4-05052-0036,"147 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,115,1960,105913,1607266,15.18,729072,6.88,878194,6036000,56.99,0.32,4-05003-0028,"144 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1951,68250,1016660,14.9,507616,7.44,509044,3508000,51.4,0.33,4-05023-0045,143 41 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,113,1963,"98,564","1,441,939",14.63,"710,530",7.21,"731,409","4,675,000",47.43,0.51
4-05012-0051,"36 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,42,1931,37650,475896,12.64,191262,5.08,284634,1001000,26.59,4-05012-0021,"36 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D8-ELEVATOR,71,1925,64612,704863,10.91,295168,4.57,409695,1925000,29.79,0,4-05013-0031,"37 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1957,43000,543523,12.64,218423,5.08,325100,1254000,29.16,0.06,4-05003-0023,144 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,58,1929,"59,100","787,434",13.32,"416,886",7.05,"370,548","2,189,000",37.04,0.17
4-05015-0012,"144 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,86,1967,75558,1316220,17.42,605220,8.01,711000,3465000,45.86,4-05015-0006,"37 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,461900,17.42,212385,8.01,249515,1801000,67.91,0,4-05016-0011,"37 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,95,1962,80173,1215485,15.16,547312,6.83,668173,3762000,46.92,0.16,4-05022-0018,143 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,109,1971,"80,241","1,426,642",17.78,"729,629",9.09,"697,013","4,763,000",59.36,0.18
4-05016-0007,"147 38 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,216,1951,200466,2906757,14.5,1393239,6.95,1513518,8833000,44.06,4-05016-0011,"37 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,95,1962,80173,1215485,15.16,547312,6.83,668173,3762000,46.92,0,4-05025-0050,"144 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,208,1962,189748,2751764,14.5,1318159,6.95,1433605,8800000,46.38,0.23,4-05050-0004,144 41 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,161,1961,"150,880","2,171,479",14.39,"850,544",5.64,"1,320,935","7,018,000",46.51,0.28
4-05019-0101,"136 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,59,1928,44962,587653,13.07,226608,5.04,361045,1672000,37.19,4-05048-0029,"41 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,83,1932,58282,846255,14.52,456931,7.84,389324,2693000,46.21,0.29,4-05182-0039,"140 ASH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,48,1920,38894,508410,13.07,196012,5.04,312398,1441000,37.05,0.36,4-05048-0025,143 41 AVENUE,FLUSHING-NORTH,D3-ELEVATOR,52,1930,"58,810","679,416",11.55,"241,254",4.10,"438,162","2,717,000",46.20,0.29
4-05020-0001,"142 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,235,1965,276203,4270098,15.46,1955517,7.08,2314581,10582000,38.31,4-05046-0020,"41 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,157,1961,166508,2604494,15.64,1063020,6.38,1541474,9240000,55.49,0.16,4-05137-0012,"42 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,284,1962,270499,4181556,15.46,1915291,7.08,2266265,15533000,57.42,0.54,4-05137-0093,43 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,"267,554","4,140,926",15.48,"1,818,457",6.80,"2,322,469","14,960,000",55.91,0.54
4-05023-0018,"143 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,91,1961,87147,1289776,14.8,650988,7.47,638788,3377000,38.75,4-05023-0001,"143 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,88,1962,76032,1129112,14.85,546687,7.19,582425,3465000,45.57,0,4-05023-0045,"143 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,113,1963,98564,1441939,14.63,710530,7.21,731409,4675000,47.43,0,4-05021-0031,142 41 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,92,1969,"86,534","1,280,351",14.80,"646,571",7.47,"633,780","4,059,000",46.91,0.13
