DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
04M013,4,J.H.S. 013 Jackie Robinson,Jacob Michelman,EMS,Middle,1.94,C,32.2,3.1,D,4.6,D,21.5,C,3.0,C
04M037,4,River East Elementary,Alison Mckenzie,EMS,Elementary,59.46,C,37.4,12.5,A,8.5,C,16.4,C,0.0,B
04M038,4,P.S. 38 Roberto Clemente,Norma Caraballo,EMS,Elementary,62.06,B,46.3,3.4,D,5.5,D,34.4,A,3.0,C
04M045,4,M.S. 45/S.T.A.R.S. Prep Academy,Tomasz Grabski,EMS,Middle,1.87,C,33.7,4.8,C,4.4,D,24.4,C,0.0,C
04M050,4,P.S. 050 Vito Marcantonio,Cynthia Rochez,EMS,K-8,66.27,C,32.5,2.9,D,4.7,D,23.9,C,1.0,C
04M057,4,James Weldon Johnson,Israel Soto,EMS,K-8,63.19,A,72.4,12.7,A,15.1,A,33.6,B,11.0,A
04M072,4,The Lexington Academy,Antonio Hernandez,EMS,Elementary,66.16,D,20.9,10.4,A,7.8,C,2.7,F,0.0,A
04M083,4,P.S. 083 Luis Munoz Rivera,Frances Castillo,EMS,Elementary,55.24,A,77.8,11.0,A,18.0,A,44.8,A,4.0,A
04M096,4,P.S. 096 Joseph Lanzetta,Noel Rios,EMS,K-8,63.10,B,46.2,3.9,C,5.6,D,33.1,B,3.5,C
04M102,4,P.S. 102 Jacques Cartier,Sandra Gittens,EMS,Elementary,71.08,B,45.1,10.2,A,9.1,C,22.7,C,3.0,A
04M108,4,P.S. 108 Assemblyman Angelo Del Toro Educational C,Lourdes Arroyo,EMS,K-8,61.75,A,77.2,9.8,A,13.5,B,44.3,A,9.5,B
04M112,4,P.S. 112 Jose Celso Barbosa,Eileen Reiter,EC,K-2,64.20,A,43.9,10.1,A,9.6,B,15.2,B,9.0,B
04M146,4,P.S. 146 Ann M. Short,Mona Silfen,EMS,Elementary,72.58,A,57.7,5.3,C,3.6,D,42.3,A,6.5,C
04M155,4,P.S. 155 William Paca,Lillian Raimundi Ortiz,EMS,Elementary,69.25,B,44.5,8.3,B,5.0,D,27.7,B,3.5,B
04M171,4,P.S. 171 Patrick Henry,Dimitres Pantelidis,EMS,K-8,57.56,B,54.6,10.3,A,13.8,B,23.5,C,7.0,A
04M182,4,The Bilingual Bicultural School,Andrea Hernandez,EMS,Elementary,65.31,B,41.6,9.2,A,13.6,B,18.3,C,0.5,A
04M206,4,P.S. 206 Jose Celso Barbosa,Myrna Rodriguez,EMS,Elementary,65.51,D,24.9,8.4,B,10.1,B,3.9,F,2.5,C
04M224,4,M.S. 224 Manhattan East School for Arts & Academic,Liliana Sarro,EMS,Middle,3.23,C,29.6,5.6,C,8.6,C,15.3,C,0.0,C
04M372,4,ESPERANZA PREPARATORY ACADEMY,Alex Estrella,EMS,Middle,1.91,A,69.9,13.2,A,9.9,C,39.8,A,7.0,A
04M375,4,Mosaic Preparatory Academy,Lisette Caesar,EMS,Elementary,62.12,D,18.5,9.3,A,2.3,D,5.9,F,1.0,B
04M377,4,Renaissance School of the Arts,Tammy Pate,EMS,Middle,1.91,D,20.4,8.0,B,6.0,D,5.3,F,1.0,A
04M381,4,Global Neighborhood Secondary School,Luis Genao,EMS,Middle,1.72,B,43.4,7.6,B,3.7,D,28.6,B,3.5,C
04M406,4,GLOBAL TECHNOLOGY PREPARATORY,Chrystina Russell,EMS,Middle,1.94,A,75.1,13.9,A,13.1,B,40.6,A,7.5,
04M409,4,Coalition School for Social Change,Sheldon Young,HS,High School,1.86,C,52.4,10.2,B,9.0,F,31.2,C,2.0,C
04M435,4,Manhattan Center for Science and Mathematics,Jose David Jimenez,HS,High School,3.07,A,70.8,5.9,F,17.9,A,37.0,B,10.0,B
04M495,4,Park East High School,Kevin Mccarthy,HS,High School,2.25,A,72.5,9.4,B,13.4,C,39.7,B,10.0,A
04M497,4,Central Park East I,Julie Zuckerman,EMS,Elementary,40.30,C,31.3,10.7,A,6.9,C,13.7,D,0.0,C
04M555,4,Central Park East High School,Bennett Lieberman,HS,High School,2.54,A,71.5,11.2,A,12.0,C,43.3,A,5.0,A
04M610,4,Young Women's Leadership School,Althea Bradshaw-Tyson,EMS,Middle,3.15,B,41.5,11.3,A,8.6,C,20.6,C,1.0,C
04M610,4,Young Women's Leadership School,Althea Bradshaw-Tyson,HS,High School,2.88,A,75.2,12.2,A,19.4,A,41.6,B,2.0,A
04M635,4,Academy of Environmental Science Secondary High School,Irma Garceau,HS,High School,1.77,,,,,,,,,,F
04M680,4,"Heritage School, The",Luis Alberto Duany,HS,High School,1.93,B,62.1,6.1,D,14.4,C,37.6,B,4.0,C
04M825,4,Isaac Newton Middle School for Math & Science,Lisa Nelson,EMS,Middle,2.59,D,22.8,8.1,B,5.1,D,8.6,D,1.0,C
04M964,4,Central Park East II,Naomi Smith,EMS,Elementary,48.14,A,65.0,12.3,A,9.0,C,41.7,A,2.0,B
05M030,5,P.S. 030 Hernandez/Hughes,Teri Stinson,EMS,Elementary,64.81,D,19.5,4.4,C,1.4,F,12.7,D,1.0,A
05M036,5,P.S. 036 Margaret Douglas,Cynthia Mullins-Simmons,EMS,Elementary,59.37,C,34.8,4.7,C,5.1,D,22.9,C,2.0,B
05M046,5,P.S. 046 Arthur Tappan,George Young,EMS,K-8,64.30,B,43.9,10.0,A,7.3,C,25.1,B,1.5,C
05M092,5,P.S. 092 Mary McLeod Bethune,Rosa Davila,EMS,Elementary,63.94,B,42.9,8.3,B,6.1,C,25.9,B,2.5,B
05M123,5,P.S. 123 Mahalia Jackson,Beverly Lewis,EMS,K-8,61.43,D,24.3,5.2,C,2.9,F,15.7,C,0.5,C
05M125,5,P.S. 125 Ralph Bunche,Rafaela Espinal Pacheco,EMS,Elementary,61.11,C,31.6,4.9,C,3.7,D,23.0,C,0.0,B
05M129,5,P.S. 129 John H. Finley,Odelphia Pierre,EMS,K-8,60.90,C,39.2,7.6,B,6.3,C,22.8,C,2.5,B
05M133,5,P.S. 133 Fred R Moore,Susan M. Vairo,EMS,Elementary,62.31,C,31.5,1.2,F,4.9,D,22.4,C,3.0,C
05M154,5,P.S. 154 Harriet Tubman,Elizabeth Jarrett,EMS,Elementary,65.41,D,25.6,7.5,B,4.0,D,13.1,D,1.0,C
05M161,5,P.S. 161 Pedro Albizu Campos,Barbara Freeman,EMS,K-8,67.92,B,46.4,10.3,A,8.5,C,23.1,C,4.5,B
05M175,5,P.S. 175 Henry H Garnet,Cheryl Mcclendon,EMS,Elementary,59.34,B,44.4,4.8,C,8.4,C,31.2,B,0.0,B
05M194,5,P.S. 194 Countee Cullen,Charyn Koppelson Cleary,EMS,Elementary,67.77,D,19.5,1.2,F,0.8,F,16.0,C,1.5,C
05M195,5,I.S. 195 Roberto Clemente,Rosarie Jean,EMS,Middle,1.86,,,,,,,,,,D
05M197,5,P.S. 197 John B. Russwurm,Renardo Wright,EMS,Elementary,60.13,F,11.9,7.3,B,2.6,D,0.0,F,2.0,B
05M200,5,P.S. 200- The James Mccune Smith School,Renee Y. Belton,EMS,Elementary,60.74,C,28.8,4.7,C,5.9,C,16.1,C,2.0,B
05M285,5,Harlem Renaissance High School,Nadav Zeimer,HST,Transfer High School,1.88,B,61.0,7.7,C,11.7,C,36.6,B,5.0,C
05M286,5,I.S. M286 Renaissance Military Leadership Academy,Qadir Ben Dixon,EMS,Middle,2.26,C,37.9,9.6,A,7.8,C,19.4,C,1.0,C
05M302,5,KAPPA IV,Briony Carr,EMS,Middle,2.30,A,59.6,10.3,A,10.6,B,34.7,B,4.0,B
05M304,5,Mott Hall High School,Altagracia Villalona,HS,High School,2.34,B,61.2,8.4,C,16.2,B,34.6,C,2.0,B
05M317,5,Kappa II,Sean Dunning,EMS,Middle,1.60,,,,,,,,,,D
05M318,5,Thurgood Marshall Academy Lower School,Sean Davenport,EMS,Elementary,48.73,B,52.8,8.0,B,9.1,C,34.7,A,1.0,C
05M344,5,Academy of Collaborative Education,Rashaunda Shaw,EMS,Middle,1.94,,,,,,,,,,F
05M362,5,Columbia Secondary School,Gary Biester,EMS,Middle,3.87,A,60.0,7.0,B,18.0,A,35.0,A,0.0,C
05M362,5,Columbia Secondary School,Gary Biester,HS,High School,3.43,,,,,,,,,,
05M367,5,Academy for Social Action: A College Board School,Rhokeisha Ford,EMS,Middle,1.98,D,17.7,3.2,D,6.2,D,7.8,F,0.5,B
05M367,5,Academy for Social Action: A College Board School,Rhokeisha Ford,HS,High School,2.04,C,53.9,5.8,F,18.7,A,29.4,C,,
05M369,5,Urban Assembly School for the Performing Arts,Fia Davis,HS,High School,2.17,D,45.6,1.4,F,13.8,C,29.4,C,1.0,A
05M410,5,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,Travis Brown,EMS,Middle,1.96,B,45.9,6.4,B,7.2,C,31.3,B,1.0,
05M469,5,Choir Academy of Harlem,Dr. A. Ellen Parris,EMS,Middle,2.22,B,51.8,7.4,B,7.1,C,34.3,B,3.0,C
05M469,5,Choir Academy of Harlem,Dr. A. Ellen Parris,HS,High School,2.12,C,52.4,9.7,B,9.4,F,32.3,C,1.0,B
05M499,5,Frederick Douglass Academy,Gregory Hodge,EMS,Middle,2.78,B,47.6,3.3,D,9.3,C,28.0,B,7.0,C
05M499,5,Frederick Douglass Academy,Gregory Hodge,HS,High School,2.93,C,40.6,5.1,F,17.3,B,16.1,F,2.0,D
05M670,5,Thurgood Marshall Academy for Learning and Social,Sandye Johnson,EMS,Middle,2.72,D,17.0,8.2,B,5.8,D,2.0,F,1.0,D
05M670,5,Thurgood Marshall Academy for Learning and Social Change,Sandye Johnson,HS,High School,2.43,A,71.1,8.5,C,18.3,A,41.3,B,3.0,B
05M685,5,Bread & Roses Integrated Arts High School,Rodney Lofton,HS,High School,1.72,D,40.5,5.4,F,13.4,C,20.7,F,1.0,D
05M692,5,"High School for Mathematics, Science and Engineering at City College",William Dugan,HS,High School,3.78,A,72.3,9.3,B,21.8,A,41.2,B,,A
06M004,6,P.S. 004 Duke Ellington,Delois White,EMS,Elementary,64.66,B,50.0,7.5,B,5.3,D,33.2,B,4.0,B
06M005,6,P.S. 005 Ellen Lurie,Wanda Soto,EMS,Elementary,65.62,C,39.5,7.1,B,6.5,C,24.4,B,1.5,B
06M008,6,P.S. 008 Luis Belliard,Rafaela Landin,EMS,Elementary,67.11,B,50.6,10.8,A,8.5,C,30.8,B,0.5,A
06M018,6,P.S. 018 Park Terrace,Connie Mejia,EMS,K-8,63.95,A,57.1,11.8,A,7.9,C,32.9,B,4.5,B
06M028,6,P.S. 028 Wright Brothers,Elsa Nunez,EMS,Elementary,64.68,B,52.5,9.9,A,7.2,C,30.9,B,4.5,A
06M048,6,P.S. 048 P.O. Michael J. Buczek,Tracy Walsh,EMS,Elementary,66.13,A,74.0,9.5,A,10.6,B,44.4,A,9.5,B
06M052,6,J.H.S. 052 Inwood,Salvador Fernandez,EMS,Middle,2.28,B,48.8,11.8,A,6.9,C,28.6,B,1.5,A
06M098,6,P.S. 098 Shorac Kappock,Maritza Rodriguez,EMS,Elementary,67.12,C,34.6,6.4,B,5.7,D,20.9,C,1.5,B
06M115,6,P.S. 115 Alexander Humboldt,Angela Rodriguez,EMS,Elementary,67.63,C,29.0,4.7,C,5.3,D,19.0,C,0.0,C
06M128,6,P.S. 128 Audubon,Rosa Argelia Arredondo,EMS,Elementary,65.39,B,43.0,8.7,A,6.4,C,23.3,C,4.5,B
06M132,6,P.S. 132 Juan Pablo Duarte,Xiomara Nova,EMS,Elementary,66.98,D,22.8,7.9,B,4.4,D,8.0,F,2.5,B
06M143,6,J.H.S. 143 Eleanor Roosevelt,Ourania Pappas,EMS,Middle,2.03,B,53.2,7.6,B,7.3,C,34.7,B,3.5,B
06M152,6,P.S. 152 Dyckman Valley,Julia Pietri,EMS,Elementary,63.62,C,31.3,3.0,D,7.3,C,21.0,C,0.0,B
06M153,6,P.S. 153 Adam Clayton Powell,Karen Bailey,EMS,Elementary,63.70,A,68.2,9.6,A,12.4,B,40.1,A,6.0,A
06M173,6,P.S. 173,Dawn Boursiquot,EMS,Elementary,60.09,B,51.8,4.6,C,8.2,C,35.0,A,4.0,B
06M178,6,Professor Juan Bosch Public School,Deirdre Budd,EC,K-2,52.68,B,29.9,10.9,A,4.5,C,8.5,C,6.0,B
06M187,6,P.S./I.S. 187 Hudson Cliffs,Ms. Cynthia Chory,EMS,K-8,41.43,B,47.6,7.3,B,10.2,C,28.6,B,1.5,A
06M189,6,P.S. 189,Theresa Luger,EMS,Elementary,66.29,A,57.8,8.9,A,9.9,C,33.0,B,6.0,A
06M192,6,P.S. 192 Jacob H. Schiff,Deborah Schaefer,EMS,Elementary,65.71,B,46.1,10.2,A,6.5,C,27.4,B,2.0,C
06M210,6,P.S./I.S. 210 - Twenty-first Century Academy for,Evelyn Linares,EMS,K-8,64.56,C,32.1,11.9,A,8.8,C,10.9,D,0.5,B
06M218,6,I.S. 218 Salome Urena,June Barnett,EMS,Middle,2.02,C,40.1,6.5,B,6.0,D,25.1,B,2.5,B
06M223,6,The Mott Hall School,Cynthia Arndt,EMS,Middle,3.58,B,57.6,7.9,B,17.0,A,32.7,B,0.0,A
06M278,6,Paula Hedbavny School,Maureen Guido,EMS,K-8,53.87,A,73.4,8.8,A,10.8,B,44.2,A,9.5,B
06M293,6,City College Academy of the Arts,Bernadette Drysdale,EMS,Middle,2.48,A,76.7,11.4,A,14.3,B,41.5,A,9.5,A
06M293,6,City College Academy of the Arts,Bernadette Drysdale,HS,High School,2.81,,,,,,,,,,
06M311,6,Amistad Dual Language School,Miriam Pedraja,EMS,K-8,51.87,A,60.3,11.6,A,12.1,B,32.1,B,4.5,A
06M314,6,Muscota,Camille Wallin,EMS,Elementary,41.92,C,37.5,8.0,B,4.0,D,22.0,C,3.5,B
06M319,6,M.S. 319 - Maria Teresa,Ysidro Abreu,EMS,Middle,2.25,A,65.4,11.7,A,11.0,B,36.7,A,6.0,A
06M321,6,M.S. 321 - Minerva,Pamela Russell-Glover,EMS,Middle,2.22,,,,,,,,,,
06M322,6,Middle School 322,Erica Zigelman,EMS,Middle,2.22,C,33.0,8.0,B,6.2,D,18.3,C,0.5,B
06M324,6,M.S. 324 - Patria Mirabal,Janet Heller,EMS,Middle,2.11,A,79.4,13.5,A,11.7,B,44.2,A,10.0,A
06M325,6,P.S. 325,Gary H. Cruz,EMS,Elementary,68.78,C,32.2,9.3,A,6.0,C,16.9,C,0.0,C
06M326,6,M.S. 326 - Writers Today & Leaders Tomorrow,Sharon Weissbrot,EMS,Middle,2.06,A,67.8,9.7,A,9.6,C,42.0,A,6.5,A
06M328,6,M.S. 328 - Manhattan Middle School for Scientific,Jorge Estrella,EMS,Middle,2.06,B,45.3,12.3,A,5.3,D,26.2,B,1.5,B
06M346,6,Community Health Academy of the Heights,Stephania Vu,EMS,Middle,2.05,C,38.9,5.1,C,4.2,D,27.1,B,2.5,C
06M346,6,Community Health Academy of the Heights,Stephania Vu,HS,High School,1.91,,,,,,,,,,
06M348,6,Washington Heights Expeditionary Learning School,Brett Kimmel,EMS,Middle,2.16,A,63.5,11.6,A,10.9,B,36.5,A,4.5,B
06M348,6,Washington Heights Expeditionary Learning School,Brett Kimmel,HS,High School,2.33,,,,,,,,,,
06M349,6,Harbor Heights,Monica Klehr,EMS,Middle,1.92,A,71.7,14.1,A,5.7,D,47.4,A,4.5,A
06M366,6,Washington Heights Academy,Crystal M. Felix,EMS,Elementary,51.39,B,41.5,3.6,D,7.8,C,29.1,B,1.0,B
06M368,6,Hamilton Heights School,Alva Buxenbaum,EMS,Elementary,50.08,A,58.6,10.1,A,5.9,C,39.6,A,3.0,C
06M423,6,High School for Excellence and Innovation,Tyona Washington,HST,Transfer High School,1.55,,,,,,,,,,
06M457,6,George Washington Yabc,Samuel Akel,YABC,YABC,,A,99.5,15,A,22.3,A,51.2,A,11.0,A
06M462,6,High School for International Business and Finance,Peter Sloman,HS,High School,1.87,C,49.0,10.3,B,16.2,B,22.5,F,,A
06M463,6,High School for Media and Communications,Ronni Michelen,HS,High School,2.01,C,54.2,8.1,C,11.2,D,32.9,C,2.0,B
06M467,6,High School for Law and Public Service,Nicholas Politis,HS,High School,1.94,A,70.1,10.7,A,19.9,A,36.5,B,3.0,A
06M468,6,High School for Health Careers and Sciences,Harris Marmor,HS,High School,2.07,D,44.1,9.1,B,12.1,C,22.9,F,,B
06M528,6,I.S. 528 Bea Fuller Rodgers School,Kristy Dela Cruz,EMS,Middle,2.43,D,23.4,8.9,A,5.3,D,9.2,D,0.0,C
06M540,6,A. Philip Randolph Campus High School,Henry Rubio,HS,High School,2.75,C,47.3,4.4,F,16.5,B,24.4,D,2.0,C
06M552,6,Gregorio Luperon High School for Science and Mathematics,Juan Villar,HS,High School,2.02,A,71.4,12.2,A,15.9,B,42.3,A,1.0,A
07X001,7,P.S. 001 Courtlandt School,Jorge Perdomo,EMS,Elementary,67.67,D,20.7,5.0,C,4.7,D,11.0,D,0.0,C
07X005,7,P.S. 005 Port Morris,Mary Padilla,EMS,Elementary,67.54,B,48.8,10.7,A,8.0,C,27.0,B,3.0,C
07X018,7,P.S. 018 John Peter Zenger,Jasmin Varela,EMS,Elementary,64.06,A,57.3,2.3,F,7.2,C,41.3,A,6.5,C
07X025,7,P.S. 025 Bilingual School,Carmen Toledo,EMS,Elementary,70.41,B,49.3,9.6,A,11.5,B,25.7,B,2.5,A
07X029,7,P.S./M.S. 029 Melrose School,Meredith Gotlin,EMS,K-8,60.35,D,21.1,5.3,C,4.0,D,11.3,D,0.5,C
07X030,7,P.S. 030 Wilton,,EMS,Elementary,66.70,A,68.4,8.0,B,6.5,C,47.4,A,6.5,A
07X031,7,P.S./M.S. 031 The William Lloyd Garrison,Liza Diaz,EMS,K-8,63.77,C,38.1,7.2,B,7.3,C,23.0,C,0.5,C
07X043,7,P.S. 043 Jonas Bronck,Giovanna Delucchi,EMS,Elementary,64.58,A,56.7,8.1,B,9.1,C,34.4,A,5.0,A
07X049,7,P.S. 049 Willis Avenue,Laura Galloway,EMS,Elementary,65.52,B,45.1,6.8,B,8.2,C,25.6,B,4.5,C
07X065,7,P.S. 065 Mother Hale Academy,Jasmine Gonzalez,EMS,Elementary,68.59,B,41.2,5.2,C,3.2,D,29.2,B,3.5,C
07X151,7,J.H.S. 151 Lou Gehrig,Socorro Rivera,EMS,Middle,1.94,A,62.2,10.6,A,6.4,D,37.1,A,8.0,A
07X154,7,P.S. 154 Jonathan D. Hyatt,Marsha Elliott,EMS,Elementary,66.83,C,30.5,3.6,D,5.4,D,20.0,C,1.5,C
07X157,7,P.S. 157 Grove Hill,Ramona Duran,EMS,Elementary,62.76,C,35.6,4.5,C,9.4,C,19.2,C,2.5,B
07X161,7,P.S. 161 Ponce De Leon,Mark Weisman,EMS,Elementary,68.93,B,43.2,6.1,B,5.1,D,29.5,B,2.5,C
07X162,7,J.H.S. 162 Lola Rodriguez De Tio,Maryann Manzolillo,EMS,Middle,2.03,C,27.1,2.9,D,7.0,C,17.2,C,0.0,B
07X179,7,P.S. 179,Sherry Font Williams,EMS,Elementary,66.48,F,13.4,7.7,B,5.1,D,0.1,F,0.5,C
07X203,7,M.S. 203,William Hewlett Jr,EMS,Middle,1.78,C,23.8,3.8,C,2.9,F,16.6,C,0.5,C
07X221,7,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,EMS,Middle,2.18,C,34.3,7.0,B,5.7,D,20.6,C,1.0,C
07X221,7,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,HS,High School,2.17,A,78.5,9.3,B,23.0,A,42.2,A,4.0,A
07X223,7,M.S. 223 The Laboratory School of Finance and Tech,Ramon Gonzalez,EMS,Middle,2.55,B,50.7,10.5,A,8.7,C,28.0,B,3.5,A
07X224,7,P.S. / I.S. 224,Sojourner Welch,EMS,Middle,2.05,D,20.1,0.4,F,3.2,F,15.0,C,1.5,B
07X277,7,P.S. 277,Cheryl Tyler,EMS,Elementary,65.68,F,15.7,8.7,A,2.0,D,5.0,F,0.0,C
07X296,7,South Bronx Academy for Applied Media,Roshone Ault,EMS,Middle,1.96,A,59.8,9.5,A,9.2,C,35.1,A,6.0,A
07X298,7,Academy of Public Relations,Barry Marks,EMS,Middle,2.04,A,61.9,6.2,B,8.4,C,42.8,A,4.5,A
07X321,7,Crotona Academy High School,Anthony W. Harris,HST,Transfer High School,2.10,C,52.5,14.7,A,9.2,F,28.6,C,,D
07X334,7,International Community High School,Berena Cabarcas,HS,High School,1.54,A,75.5,11.2,A,17.6,A,44.6,A,2.0,B
07X343,7,Academy of Applied Mathematics and Technology,Vincent Gassetto,EMS,Middle,1.96,A,60.8,11.5,A,9.4,C,32.9,B,7.0,A
07X369,7,Young Leaders Elementary School,Karen Collins,EMS,Elementary,67.35,D,20.7,6.0,B,1.4,F,11.8,D,1.5,D
07X379,7,Jill Chaifetz Transfer High School,Anne Fennelly,HST,Transfer High School,2.11,C,52.6,6.3,D,17.2,A,28.1,C,1.0,B
07X381,7,Bronx Haven High School,Lucinda Mendez,HST,Transfer High School,2.04,C,48.4,7.3,C,17.4,A,23.7,D,,B
07X385,7,Performance School,Lourdes Estrella,EMS,Elementary,66.64,C,26.8,5.3,C,0.3,F,20.2,C,1.0,C
07X427,7,Community School for Social Justice,Sue-Ann Rosch,HS,High School,1.93,C,54.9,11.2,A,12.4,C,30.3,C,1.0,A
07X456,7,Alfred E. Smith Campus YABC,David Martin,YABC,YABC,,A,82.9,14.2,A,20.3,A,42.4,B,6.0,A
07X473,7,Mott Haven Village Preparatory High School,Flavia Puello Perdomo,HS,High School,1.98,B,58.0,9.2,B,11.6,D,35.2,B,2.0,B
07X495,7,University Heights Secondary School,Hazel Joseph Roseboro,HS,High School,2.67,A,70.1,8.3,C,14.5,B,43.3,A,4.0,A
07X500,7,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,EMS,Middle,2.53,C,34.2,7.2,B,8.0,C,17.5,C,1.5,A
07X500,7,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,HS,High School,2.64,B,59.0,7.4,C,19.5,A,29.1,C,3.0,B
07X520,7,Foreign Language Academy of Global Studies,Leba Collins Augone,HS,High School,1.71,C,51.1,8.3,C,14.8,B,28.0,D,,C
07X527,7,Bronx Leadership Academy II High School,Katherine Callaghan,HS,High School,1.93,B,58.3,6.9,D,12.2,C,35.1,B,4.0,B
07X547,7,New Explorers High School,Jacob Hobson,HS,High School,1.77,B,62.8,12.1,A,10.9,D,36.8,B,3.0,D
07X548,7,Urban Assembly School for Careers in Sports,Johanny Garcia,HS,High School,2.27,A,72.1,9.2,B,22.5,A,36.4,B,4.0,A
07X551,7,Bronx Academy of Letters,Anna Hall,EMS,Middle,2.15,C,34.3,6.7,B,9.0,C,17.1,C,1.5,B
07X551,7,Bronx Academy of Letters,Anna Hall,HS,High School,2.04,A,74.9,9.1,B,22.4,A,38.4,B,5.0,A
07X600,7,Alfred E. Smith Career and Technical Education High School,Rene Cassanova,HS,High School,1.59,C,49.6,4.6,F,13.3,C,30.7,C,1.0,C
07X655,7,Samuel Gompers Career and Technical Education High School,Joyce Mills Kittrell,HS,High School,1.35,F,33.5,4.6,F,10.4,D,17.5,F,1.0,C
07X670,7,Health Opportunities High School,Carron Staple,HS,High School,2.10,B,58.8,7.6,C,16.1,B,33.1,C,2.0,B
08X014,8,P.S. X014 Senator John Calandra,Ira Schulman,EMS,Elementary,39.93,D,21.1,5.3,C,4.7,D,8.1,F,3.0,C
08X036,8,P.S. 036 Unionport,Elvira Maresca,EMS,Elementary,54.63,B,41.1,8.5,A,10.0,C,21.1,C,1.5,B
08X048,8,P.S. 048 Joseph R. Drake,Roxanne Cardona,EMS,Elementary,64.11,A,57.3,5.3,C,8.0,C,39.0,A,5.0,B
08X062,8,P.S. 062 Inocensio Casanova,Lisa Manfredonia,EMS,Elementary,64.26,A,61.0,5.6,C,6.7,C,42.7,A,6.0,B
08X069,8,P.S. 069 The New Vision School,Sheila Durant,EMS,Elementary,61.49,A,73.6,9.2,A,14.5,A,41.4,A,8.5,A
08X071,8,P.S. 071 Rose E. Scala,Lance Cooper,EMS,K-8,42.11,C,39.6,4.6,C,9.0,C,23.0,C,3.0,C
08X072,8,P.S. 072 Dr. William Dorney,Margarita Colon,EMS,Elementary,54.41,C,29.5,6.0,B,2.4,D,21.1,C,0.0,C
08X075,8,P.S. 075,Marines Arrieta-Cruz,EMS,Elementary,64.21,A,56.9,5.7,C,8.7,C,37.0,A,5.5,B
08X093,8,P.S. 093 Albert G. Oliver,Donald Mattson,EMS,Elementary,62.53,A,59.5,7.5,B,8.7,C,37.8,A,5.5,B
08X100,8,P.S. 100 Isaac Clason,Chad Adam Altman,EMS,Elementary,59.97,B,46.2,4.7,C,8.4,C,28.6,B,4.5,C
08X101,8,M.S. X101 Edward R. Byrne,Kim Hampton Hewitt,EMS,Middle,3.29,B,43.8,8.5,B,10.1,C,23.7,C,1.5,C
08X107,8,P.S. 107,Katherine Hamm,EMS,Elementary,61.30,C,30.9,2.7,D,0.7,F,26.5,B,1.0,D
08X119,8,P.S. 119,Lydia Tyner,EMS,Elementary,48.85,B,47.5,5.8,C,7.1,C,31.6,B,3.0,C
08X123,8,J.H.S. 123 James M. Kieran,Tyra Williams,EMS,Middle,2.21,B,50.8,5.3,C,7.9,C,33.1,B,4.5,A
08X125,8,J.H.S. 125 Henry Hudson,Hilda Bairan,EMS,Middle,2.43,C,28.6,4.4,C,5.3,D,16.9,C,2.0,B
08X130,8,P.S. 130 Abram Stevens Hewitt,Lourdes Velazquez,EMS,Elementary,65.11,C,35.0,7.3,B,4.0,D,21.2,C,2.5,C
08X131,8,J.H.S. 131 Albert Einstein,Edward C. Leotta,EMS,Middle,2.40,C,31.0,4.0,C,5.6,D,19.9,C,1.5,C
08X138,8,P.S. 138 Samuel Randall,Lorraine Carrol-Dawkins,EMS,Elementary,59.86,C,38.9,7.4,B,8.6,C,22.4,C,0.5,C
08X140,8,P.S. X140 The Eagle School,Paul Cannon,EMS,Elementary,61.83,C,36.2,5.2,C,6.1,C,23.9,C,1.0,C
08X146,8,P.S. 146 Edward Collins,Janet Sanderson-Brown,EMS,Elementary,63.45,B,41.5,8.9,A,6.9,C,23.6,C,2.0,C
08X152,8,P.S. 152 Evergreen,Frances Lynch,EMS,Elementary,62.71,A,62.3,8.1,B,10.5,B,36.7,A,7.0,A
08X182,8,P.S. 182,Anne O'Grady,EMS,Elementary,55.72,B,42.5,6.3,B,9.5,C,23.7,C,3.0,B
08X269,8,Bronx Studio School for Writers and Artists,David Vazquez,EMS,Middle,2.27,C,35.8,4.9,C,7.1,C,20.2,C,3.5,C
08X269,8,Bronx Studio School for Writers and Artists,David Vazquez,HS,High School,2.14,,,,,,,,,,
08X282,8,Women's Academy of Excellence,Arnette Crocker,HS,High School,2.35,B,59.0,5.2,F,19.7,A,32.1,C,2.0,C
08X293,8,Renaissance High School for Musical Theater & Technology,Maria N Herrera,HS,High School,2.07,B,68.6,9.2,B,16.0,B,36.4,B,7.0,A
08X295,8,Gateway School for Environmental Research and Technology,Clifford Siegel,HS,High School,1.58,D,46.6,5.9,F,12.7,C,27.9,D,,B
